Image,Number,Type,Cell,Row,Label,Area,Mean Grey,Mode Grey,Min Grey,Max Grey,IntDen,RawIntDen,Channel,Stack
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,2,0.095,179.788,56,56,345,17.024,9349,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,3,0.095,561.635,271,227,852,53.181,29205,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,4,0.095,507.096,766,132,1098,48.017,26369,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,5,0.095,761.288,43,43,1840,72.086,39587,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,6,0.095,150.942,96,39,320,14.293,7849,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,7,0.095,707.385,139,139,1625,66.982,36784,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,8,0.095,482.288,203,82,1226,45.668,25079,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,9,0.095,485.481,84,48,1389,45.97,25245,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,10,0.095,821.442,85,85,1957,77.782,42715,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,11,0.095,300.962,115,75,663,28.498,15650,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,12,0.095,671.846,516,36,1559,63.617,34936,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,1,13,0.095,833.135,79,79,1913,78.889,43323,2,8
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,14,0.095,1444.481,545,545,2574,136.777,75113,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,15,0.095,1837.462,595,595,3207,173.988,95548,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,16,0.095,2784.135,727,727,4765,263.628,144775,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,17,0.095,2864.615,2354,670,4168,271.249,148960,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,18,0.095,2162.577,2120,945,3595,204.773,112454,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,19,0.095,946.308,203,203,1769,89.605,49208,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,20,0.095,1752.596,2043,651,3115,165.952,91135,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,21,0.095,1353.058,435,435,2100,128.12,70359,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,22,0.095,1473.231,414,414,2162,139.499,76608,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,23,0.095,2285.962,1928,1229,3175,216.456,118870,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 3 series 002 Lng,2,ctrl,8,2,24,0.095,2823.558,4232,1316,4819,267.361,146825,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,1,0.095,998.942,1045,605,1444,94.589,51945,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,2,0.095,519.25,589,170,886,49.167,27001,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,3,0.095,589.096,440,277,933,55.781,30633,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,4,0.095,251.096,309,113,412,23.776,13057,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,5,0.095,417.769,200,164,767,39.558,21724,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,6,0.095,564.404,109,109,1368,53.443,29349,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,7,0.095,636.538,480,261,930,60.273,33100,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,8,0.095,1011.346,771,397,1623,95.764,52590,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,9,0.095,1165.423,1158,704,1678,110.353,60602,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,10,0.095,1119.019,1038,533,1750,105.959,58189,2,10
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,11,0.095,1125.692,954,763,1494,106.591,58536,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,1,12,0.095,1038.577,450,450,1761,98.342,54006,2,10
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,13,0.095,2355.519,3003,1183,3818,223.043,122487,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,14,0.095,1983.923,1745,818,3433,187.856,103164,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,15,0.095,1435.212,502,502,2269,135.899,74631,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,16,0.095,2176.096,1283,1283,3420,206.053,113157,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,17,0.095,2073.462,986,986,3291,196.335,107820,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,18,0.095,1626.212,2723,615,2813,153.985,84563,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,19,0.095,2427.442,730,730,3735,229.853,126227,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,20,0.095,1613.346,836,836,2311,152.767,83894,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,21,0.095,2451.154,1190,1190,4023,232.098,127460,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,22,0.095,2351.865,2522,962,3345,222.697,122297,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,23,0.095,1665.538,853,853,2705,157.709,86608,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,9,2,24,0.095,2335.25,1184,1184,3955,221.123,121433,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,1,1,0.095,761.808,849,186,1612,72.135,39614,2,5
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,1,2,0.095,757.038,201,201,1243,71.683,39366,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,1,3,0.095,114.712,53,12,336,10.862,5965,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,1,4,0.095,159.673,15,15,442,15.119,8303,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,1,5,0.095,322.654,55,51,749,30.552,16778,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,1,6,0.095,186.096,35,35,503,17.621,9677,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,1,7,0.095,558.615,276,201,1081,52.895,29048,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,8,0.095,1647.423,1118,717,2839,155.993,85666,2,6
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,9,0.095,2321.538,998,998,4024,219.825,120720,2,7
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,10,0.095,2341.5,796,796,3993,221.715,121758,2,9
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,11,0.095,1823.769,2693,799,2909,172.692,94836,2,10
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,12,0.095,2845.654,2259,1494,4937,269.453,147974,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,13,0.095,1973.423,1876,1095,2930,186.862,102618,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,14,0.095,2998.5,3705,1463,4530,283.926,155922,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,15,0.095,1219.096,639,639,1965,115.435,63393,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,16,0.095,1457.712,898,515,2418,138.03,75801,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,17,0.095,2588.423,2474,1406,4305,245.096,134598,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,18,0.095,1866.596,2010,885,3180,176.747,97063,2,11
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,19,0.095,2357.288,1514,915,4491,223.21,122579,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,20,0.095,2567.962,3231,985,4293,243.159,133534,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,21,0.095,2242.462,852,852,4109,212.337,116608,2,12
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,10,2,22,0.095,1310.115,2086,558,2153,124.054,68126,2,10
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,1,0.095,717.596,630,247,1310,67.949,37315,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,2,0.095,499.077,186,186,871,47.257,25952,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,3,0.095,1336.442,187,187,2608,126.547,69495,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,4,0.095,774.558,508,291,1418,73.342,40277,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,5,0.095,420.808,311,132,819,39.846,21882,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,6,0.095,758,246,246,1387,71.775,39416,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,7,0.095,435.135,114,114,867,41.203,22627,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,8,0.095,796.596,639,507,1152,75.429,41423,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,9,0.095,639.538,383,383,934,60.557,33256,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,10,0.095,708.192,760,383,1027,67.058,36826,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,11,0.095,1260.75,1029,592,1814,119.38,65559,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,12,0.095,1130.096,1071,636,1594,107.008,58765,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,1,13,0.095,800.385,840,143,1509,75.788,41620,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,14,0.095,2169.827,1040,1040,3289,205.46,112831,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,15,0.095,3060.731,3614,1499,4289,289.819,159158,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,16,0.095,1840.481,1077,1077,2766,174.274,95705,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,17,0.095,1939.212,1033,1033,2762,183.623,100839,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,18,0.095,1920.538,745,745,2847,181.855,99868,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,19,0.095,1936.712,2059,849,3030,183.386,100709,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,20,0.095,2383.827,3424,877,3643,225.723,123959,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,21,0.095,2195.904,1336,1105,3466,207.929,114187,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,22,0.095,2122.288,813,813,3453,200.958,110359,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,23,0.095,1864.538,1804,1076,2861,176.552,96956,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,11,2,24,0.095,1955.904,2179,1182,2828,185.203,101707,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,1,0.095,724.827,684,307,1120,68.633,37691,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,2,0.095,657.519,598,461,817,62.26,34191,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,3,0.095,467.5,155,155,773,44.267,24310,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,4,0.095,1188.462,417,417,2171,112.535,61800,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,5,0.095,794.788,594,401,1422,75.258,41329,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,6,0.095,530.058,457,212,874,50.191,27563,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,7,0.095,637.635,262,262,1012,60.377,33157,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,8,0.095,465.212,374,108,956,44.051,24191,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,9,0.095,628.404,775,214,1045,59.503,32677,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,10,0.095,363.635,336,115,725,34.432,18909,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,1,11,0.095,461.596,320,200,805,43.708,24003,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,12,0.095,1769.404,2528,792,2744,167.544,92009,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,13,0.095,2463.192,1825,894,3950,233.238,128086,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,14,0.095,1873.923,485,485,3174,177.441,97444,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,15,0.095,2253.654,1714,1024,3413,213.397,117190,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,16,0.095,2931.481,1211,1211,4754,277.58,152437,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,17,0.095,2142.019,2497,1213,3037,202.826,111385,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,18,0.095,1879.192,2083,1016,2878,177.94,97718,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,19,0.095,2338.75,1250,1250,3773,221.455,121615,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,20,0.095,2008.615,1784,757,3154,190.195,104448,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,21,0.095,1641.654,1085,835,2680,155.447,85366,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,22,0.095,1903.615,897,897,2617,180.252,98988,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,23,0.095,1733.692,1779,692,2472,164.162,90152,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,12,2,24,0.095,2379.481,1893,1387,3612,225.312,123733,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,1,0.095,1088.577,921,641,1566,103.077,56606,2,23
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,2,0.095,549.846,716,234,850,52.065,28592,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,3,0.095,1146.212,380,380,1930,108.534,59603,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,4,0.095,926.827,242,242,1504,87.761,48195,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,5,0.095,1013.538,935,405,1558,95.971,52704,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,6,0.095,273.519,46,46,626,25.899,14223,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,7,0.095,801.808,641,310,1345,75.923,41694,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,8,0.095,590.865,568,197,987,55.949,30725,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,9,0.095,1156,817,405,2095,109.461,60112,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,10,0.095,285.096,66,49,797,26.996,14825,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,11,0.095,816.981,735,408,1268,77.359,42483,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,12,0.095,832.442,245,245,1715,78.823,43287,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,1,13,0.095,1018.615,1546,184,2227,96.452,52968,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,14,0.095,1766.365,2057,739,2811,167.256,91851,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,15,0.095,1773.731,718,718,2578,167.953,92234,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,16,0.095,1607.404,1281,912,2045,152.204,83585,2,22
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,17,0.095,1992.788,1847,1148,2929,188.696,103625,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,18,0.095,1516.865,1698,786,2142,143.631,78877,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,19,0.095,2253.635,1523,905,3622,213.395,117189,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,20,0.095,2527.154,2266,1561,3509,239.295,131412,2,21
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,21,0.095,2150.942,632,632,3313,203.671,111849,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,22,0.095,2196.865,522,522,3641,208.02,114237,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,23,0.095,3514.788,1563,1563,5501,332.813,182769,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,24,0.095,1991.673,1080,1080,2958,188.59,103567,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,25,0.095,2504.635,2474,982,4490,237.162,130241,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,26,0.095,2127.154,1020,1020,3395,201.419,110612,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,27,0.095,2069.288,3049,645,3281,195.94,107603,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,13,2,28,0.095,1898.942,954,954,2860,179.81,98745,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,1,0.095,1510.577,694,246,3181,143.036,78550,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,2,0.095,643.019,446,155,1308,60.887,33437,2,14
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,3,0.095,1037.135,238,238,2322,98.206,53931,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,4,0.095,353,269,59,806,33.425,18356,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,5,0.095,827.154,459,354,1520,78.323,43012,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,6,0.095,992.519,274,274,1770,93.981,51611,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,7,0.095,542.231,465,86,1117,51.343,28196,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,8,0.095,209.327,76,53,450,19.821,10885,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,9,0.095,862.038,888,349,1434,81.626,44826,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,10,0.095,491.596,505,164,810,46.549,25563,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,11,0.095,564.269,428,209,1196,53.43,29342,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,12,0.095,752.654,484,267,1299,71.268,39138,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,13,0.095,1275.635,351,351,2157,120.789,66333,2,18
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,14,0.095,795.096,472,353,1521,75.287,41345,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,15,0.095,1158.077,1164,413,1962,109.658,60220,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,1,16,0.095,713.442,567,173,1235,67.555,37099,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,17,0.095,1137.75,257,257,1912,107.733,59163,2,13
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,18,0.095,2351.481,2083,992,3912,222.66,122277,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,19,0.095,1986.962,808,808,3248,188.144,103322,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,20,0.095,2344.846,1687,847,4043,222.032,121932,2,16
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,21,0.095,2347.692,999,999,4016,222.301,122080,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,22,0.095,2351.788,1456,919,3784,222.689,122293,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,23,0.095,1987.962,1390,845,3154,188.239,103374,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,24,0.095,3039.75,1452,1452,5360,287.832,158067,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,25,0.095,3010.404,1284,1284,4991,285.053,156541,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,26,0.095,2841.019,3268,638,4964,269.014,147733,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,27,0.095,2954.942,1562,1562,4635,279.802,153657,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,28,0.095,2317.212,995,995,3824,219.415,120495,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,29,0.095,2130.115,452,452,3850,201.699,110766,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,30,0.095,2319.827,1741,1209,3755,219.663,120631,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,31,0.095,1393.827,488,488,2362,131.981,72479,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,14,2,32,0.095,1396.288,573,573,2355,132.214,72607,2,15
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,1,0.095,568.75,326,136,999,53.855,29575,2,17
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,2,0.095,811.846,533,260,1465,76.873,42216,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,3,0.095,705.712,337,297,1064,66.823,36697,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,4,0.095,688.404,779,342,937,65.185,35797,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,5,0.095,731.442,699,447,1002,69.26,38035,2,20
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,6,0.095,702.462,520,520,892,66.516,36528,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,7,0.095,540.615,376,288,814,51.191,28112,2,19
022520-BE EPS8 P6 hetero pup2 left IHC 1 series 005 Lng,2,ctrl,15,1,8,0.095,319.558,252,138,649,30.259,16617,2,20
